id,title,budget,revenue,popularity,vote_average,vote_count,release_date,genre
1452,Superman Returns,270000000,391081192,57.925623,5.4,1400,2006-06-28,Fantasy
1452,Superman Returns,270000000,391081192,57.925623,5.4,1400,2006-06-28,Action
1452,Superman Returns,270000000,391081192,57.925623,5.4,1400,2006-06-28,Science Fiction
10764,Quantum of Solace,200000000,586090727,107.928811,6.1,2965,2008-10-30,Adventure
10764,Quantum of Solace,200000000,586090727,107.928811,6.1,2965,2008-10-30,Action
10764,Quantum of Solace,200000000,586090727,107.928811,6.1,2965,2008-10-30,Thriller
10764,Quantum of Solace,200000000,586090727,107.928811,6.1,2965,2008-10-30,Crime
58,Pirates of the Caribbean: Dead Man's Chest,200000000,1065659812,145.847379,7.0,5246,2006-06-20,Adventure
58,Pirates of the Caribbean: Dead Man's Chest,200000000,1065659812,145.847379,7.0,5246,2006-06-20,Fantasy
58,Pirates of the Caribbean: Dead Man's Chest,200000000,1065659812,145.847379,7.0,5246,2006-06-20,Action
57201,The Lone Ranger,255000000,89289910,49.046956,5.9,2311,2013-07-03,Action
57201,The Lone Ranger,255000000,89289910,49.046956,5.9,2311,2013-07-03,Adventure
57201,The Lone Ranger,255000000,89289910,49.046956,5.9,2311,2013-07-03,Western
49521,Man of Steel,225000000,662845518,99.398009,6.5,6359,2013-06-12,Action
49521,Man of Steel,225000000,662845518,99.398009,6.5,6359,2013-06-12,Adventure
49521,Man of Steel,225000000,662845518,99.398009,6.5,6359,2013-06-12,Fantasy
49521,Man of Steel,225000000,662845518,99.398009,6.5,6359,2013-06-12,Science Fiction
2454,The Chronicles of Narnia: Prince Caspian,225000000,419651413,53.978602,6.3,1630,2008-05-15,Adventure
2454,The Chronicles of Narnia: Prince Caspian,225000000,419651413,53.978602,6.3,1630,2008-05-15,Family
2454,The Chronicles of Narnia: Prince Caspian,225000000,419651413,53.978602,6.3,1630,2008-05-15,Fantasy
24428,The Avengers,220000000,1519557910,144.448633,7.4,11776,2012-04-25,Science Fiction
24428,The Avengers,220000000,1519557910,144.448633,7.4,11776,2012-04-25,Action
24428,The Avengers,220000000,1519557910,144.448633,7.4,11776,2012-04-25,Adventure
1865,Pirates of the Caribbean: On Stranger Tides,380000000,1045713802,135.413856,6.4,4948,2011-05-14,Adventure
1865,Pirates of the Caribbean: On Stranger Tides,380000000,1045713802,135.413856,6.4,4948,2011-05-14,Action
1865,Pirates of the Caribbean: On Stranger Tides,380000000,1045713802,135.413856,6.4,4948,2011-05-14,Fantasy
41154,Men in Black 3,225000000,624026776,52.035179,6.2,4160,2012-05-23,Action
41154,Men in Black 3,225000000,624026776,52.035179,6.2,4160,2012-05-23,Comedy
41154,Men in Black 3,225000000,624026776,52.035179,6.2,4160,2012-05-23,Science Fiction
122917,The Hobbit: The Battle of the Five Armies,250000000,956019788,120.965743,7.1,4760,2014-12-10,Action
122917,The Hobbit: The Battle of the Five Armies,250000000,956019788,120.965743,7.1,4760,2014-12-10,Adventure
122917,The Hobbit: The Battle of the Five Armies,250000000,956019788,120.965743,7.1,4760,2014-12-10,Fantasy
1930,The Amazing Spider-Man,215000000,752215857,89.866276,6.5,6586,2012-06-27,Action
1930,The Amazing Spider-Man,215000000,752215857,89.866276,6.5,6586,2012-06-27,Adventure
1930,The Amazing Spider-Man,215000000,752215857,89.866276,6.5,6586,2012-06-27,Fantasy
20662,Robin Hood,200000000,310669540,37.668301,6.2,1398,2010-05-12,Action
20662,Robin Hood,200000000,310669540,37.668301,6.2,1398,2010-05-12,Adventure
57158,The Hobbit: The Desolation of Smaug,250000000,958400000,94.370564,7.6,4524,2013-12-11,Adventure
57158,The Hobbit: The Desolation of Smaug,250000000,958400000,94.370564,7.6,4524,2013-12-11,Fantasy
2268,The Golden Compass,180000000,372234864,42.990906,5.8,1303,2007-12-04,Adventure
2268,The Golden Compass,180000000,372234864,42.990906,5.8,1303,2007-12-04,Fantasy
254,King Kong,207000000,550000000,61.22601,6.6,2337,2005-12-14,Adventure
254,King Kong,207000000,550000000,61.22601,6.6,2337,2005-12-14,Drama
254,King Kong,207000000,550000000,61.22601,6.6,2337,2005-12-14,Action
597,Titanic,200000000,1845034188,100.025899,7.5,7562,1997-11-18,Drama
597,Titanic,200000000,1845034188,100.025899,7.5,7562,1997-11-18,Romance
597,Titanic,200000000,1845034188,100.025899,7.5,7562,1997-11-18,Thriller
271110,Captain America: Civil War,250000000,1153304495,198.372395,7.1,7241,2016-04-27,Adventure
271110,Captain America: Civil War,250000000,1153304495,198.372395,7.1,7241,2016-04-27,Action
271110,Captain America: Civil War,250000000,1153304495,198.372395,7.1,7241,2016-04-27,Science Fiction
44833,Battleship,209000000,303025485,64.928382,5.5,2114,2012-04-11,Thriller
44833,Battleship,209000000,303025485,64.928382,5.5,2114,2012-04-11,Action
44833,Battleship,209000000,303025485,64.928382,5.5,2114,2012-04-11,Adventure
44833,Battleship,209000000,303025485,64.928382,5.5,2114,2012-04-11,Science Fiction
135397,Jurassic World,150000000,1513528810,418.708552,6.5,8662,2015-06-09,Action
135397,Jurassic World,150000000,1513528810,418.708552,6.5,8662,2015-06-09,Adventure
135397,Jurassic World,150000000,1513528810,418.708552,6.5,8662,2015-06-09,Science Fiction
135397,Jurassic World,150000000,1513528810,418.708552,6.5,8662,2015-06-09,Thriller
37724,Skyfall,200000000,1108561013,93.004993,6.9,7604,2012-10-25,Action
37724,Skyfall,200000000,1108561013,93.004993,6.9,7604,2012-10-25,Adventure
37724,Skyfall,200000000,1108561013,93.004993,6.9,7604,2012-10-25,Thriller
558,Spider-Man 2,200000000,783766341,35.149586,6.7,4321,2004-06-25,Action
558,Spider-Man 2,200000000,783766341,35.149586,6.7,4321,2004-06-25,Adventure
558,Spider-Man 2,200000000,783766341,35.149586,6.7,4321,2004-06-25,Fantasy
68721,Iron Man 3,200000000,1215439994,77.68208,6.8,8806,2013-04-18,Action
68721,Iron Man 3,200000000,1215439994,77.68208,6.8,8806,2013-04-18,Adventure
68721,Iron Man 3,200000000,1215439994,77.68208,6.8,8806,2013-04-18,Science Fiction
12155,Alice in Wonderland,200000000,1025491110,78.530105,6.4,4645,2010-03-03,Family
12155,Alice in Wonderland,200000000,1025491110,78.530105,6.4,4645,2010-03-03,Fantasy
12155,Alice in Wonderland,200000000,1025491110,78.530105,6.4,4645,2010-03-03,Adventure
36668,X-Men: The Last Stand,210000000,459359555,3.857526,6.3,3525,2006-05-24,Adventure
36668,X-Men: The Last Stand,210000000,459359555,3.857526,6.3,3525,2006-05-24,Action
36668,X-Men: The Last Stand,210000000,459359555,3.857526,6.3,3525,2006-05-24,Science Fiction
36668,X-Men: The Last Stand,210000000,459359555,3.857526,6.3,3525,2006-05-24,Thriller
62211,Monsters University,200000000,743559607,89.186492,7.0,3528,2013-06-20,Animation
62211,Monsters University,200000000,743559607,89.186492,7.0,3528,2013-06-20,Family
8373,Transformers: Revenge of the Fallen,150000000,836297228,21.939663,6.0,3138,2009-06-19,Science Fiction
8373,Transformers: Revenge of the Fallen,150000000,836297228,21.939663,6.0,3138,2009-06-19,Action
8373,Transformers: Revenge of the Fallen,150000000,836297228,21.939663,6.0,3138,2009-06-19,Adventure
91314,Transformers: Age of Extinction,210000000,1091405097,116.840296,5.8,3095,2014-06-25,Science Fiction
91314,Transformers: Age of Extinction,210000000,1091405097,116.840296,5.8,3095,2014-06-25,Action
91314,Transformers: Age of Extinction,210000000,1091405097,116.840296,5.8,3095,2014-06-25,Adventure
68728,Oz: The Great and Powerful,200000000,491868548,46.985445,5.7,3530,2013-03-07,Fantasy
68728,Oz: The Great and Powerful,200000000,491868548,46.985445,5.7,3530,2013-03-07,Adventure
68728,Oz: The Great and Powerful,200000000,491868548,46.985445,5.7,3530,2013-03-07,Family
102382,The Amazing Spider-Man 2,200000000,705717432,89.270217,6.5,4179,2014-04-16,Action
102382,The Amazing Spider-Man 2,200000000,705717432,89.270217,6.5,4179,2014-04-16,Adventure
102382,The Amazing Spider-Man 2,200000000,705717432,89.270217,6.5,4179,2014-04-16,Fantasy
20526,TRON: Legacy,170000000,400062763,73.79505,6.3,2841,2010-12-10,Adventure
20526,TRON: Legacy,170000000,400062763,73.79505,6.3,2841,2010-12-10,Action
20526,TRON: Legacy,170000000,400062763,73.79505,6.3,2841,2010-12-10,Science Fiction
49013,Cars 2,200000000,559852396,49.98659,5.8,2033,2011-06-11,Animation
49013,Cars 2,200000000,559852396,49.98659,5.8,2033,2011-06-11,Family
49013,Cars 2,200000000,559852396,49.98659,5.8,2033,2011-06-11,Adventure
49013,Cars 2,200000000,559852396,49.98659,5.8,2033,2011-06-11,Comedy
44912,Green Lantern,200000000,219851172,51.872839,5.1,2487,2011-06-16,Adventure
44912,Green Lantern,200000000,219851172,51.872839,5.1,2487,2011-06-16,Action
44912,Green Lantern,200000000,219851172,51.872839,5.1,2487,2011-06-16,Thriller
44912,Green Lantern,200000000,219851172,51.872839,5.1,2487,2011-06-16,Science Fiction
10193,Toy Story 3,200000000,1066969703,59.995418,7.6,4597,2010-06-16,Animation
10193,Toy Story 3,200000000,1066969703,59.995418,7.6,4597,2010-06-16,Family
10193,Toy Story 3,200000000,1066969703,59.995418,7.6,4597,2010-06-16,Comedy
534,Terminator Salvation,200000000,371353001,71.862892,5.9,2463,2009-05-20,Action
534,Terminator Salvation,200000000,371353001,71.862892,5.9,2463,2009-05-20,Science Fiction
534,Terminator Salvation,200000000,371353001,71.862892,5.9,2463,2009-05-20,Thriller
168259,Furious 7,190000000,1506249360,102.322217,7.3,4176,2015-04-01,Action
72190,World War Z,200000000,531865000,81.834855,6.7,5560,2013-06-20,Action
72190,World War Z,200000000,531865000,81.834855,6.7,5560,2013-06-20,Drama
72190,World War Z,200000000,531865000,81.834855,6.7,5560,2013-06-20,Horror
72190,World War Z,200000000,531865000,81.834855,6.7,5560,2013-06-20,Science Fiction
72190,World War Z,200000000,531865000,81.834855,6.7,5560,2013-06-20,Thriller
127585,X-Men: Days of Future Past,250000000,747862775,118.078691,7.5,6032,2014-05-15,Action
127585,X-Men: Days of Future Past,250000000,747862775,118.078691,7.5,6032,2014-05-15,Adventure
127585,X-Men: Days of Future Past,250000000,747862775,118.078691,7.5,6032,2014-05-15,Fantasy
127585,X-Men: Days of Future Past,250000000,747862775,118.078691,7.5,6032,2014-05-15,Science Fiction
54138,Star Trek Into Darkness,190000000,467365246,78.291018,7.4,4418,2013-05-05,Action
54138,Star Trek Into Darkness,190000000,467365246,78.291018,7.4,4418,2013-05-05,Adventure
54138,Star Trek Into Darkness,190000000,467365246,78.291018,7.4,4418,2013-05-05,Science Fiction
81005,Jack the Giant Slayer,195000000,197687603,43.349855,5.5,2598,2013-02-27,Action
81005,Jack the Giant Slayer,195000000,197687603,43.349855,5.5,2598,2013-02-27,Family
81005,Jack the Giant Slayer,195000000,197687603,43.349855,5.5,2598,2013-02-27,Fantasy
64682,The Great Gatsby,105000000,351040419,61.196071,7.3,3769,2013-05-10,Drama
64682,The Great Gatsby,105000000,351040419,61.196071,7.3,3769,2013-05-10,Romance
9543,Prince of Persia: The Sands of Time,150000000,335154643,62.169881,6.2,2317,2010-05-19,Adventure
9543,Prince of Persia: The Sands of Time,150000000,335154643,62.169881,6.2,2317,2010-05-19,Fantasy
9543,Prince of Persia: The Sands of Time,150000000,335154643,62.169881,6.2,2317,2010-05-19,Action
9543,Prince of Persia: The Sands of Time,150000000,335154643,62.169881,6.2,2317,2010-05-19,Romance
68726,Pacific Rim,180000000,407602906,56.523205,6.7,4794,2013-07-11,Action
68726,Pacific Rim,180000000,407602906,56.523205,6.7,4794,2013-07-11,Science Fiction
68726,Pacific Rim,180000000,407602906,56.523205,6.7,4794,2013-07-11,Adventure
38356,Transformers: Dark of the Moon,195000000,1123746996,28.529607,6.1,3299,2011-06-28,Action
38356,Transformers: Dark of the Moon,195000000,1123746996,28.529607,6.1,3299,2011-06-28,Science Fiction
38356,Transformers: Dark of the Moon,195000000,1123746996,28.529607,6.1,3299,2011-06-28,Adventure
217,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786636033,75.674458,5.7,2495,2008-05-21,Adventure
217,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786636033,75.674458,5.7,2495,2008-05-21,Action
105864,The Good Dinosaur,175000000,331926147,51.692953,6.6,1736,2015-11-14,Adventure
105864,The Good Dinosaur,175000000,331926147,51.692953,6.6,1736,2015-11-14,Animation
105864,The Good Dinosaur,175000000,331926147,51.692953,6.6,1736,2015-11-14,Family
62177,Brave,185000000,538983207,125.114374,6.7,4641,2012-06-21,Animation
62177,Brave,185000000,538983207,125.114374,6.7,4641,2012-06-21,Adventure
62177,Brave,185000000,538983207,125.114374,6.7,4641,2012-06-21,Comedy
62177,Brave,185000000,538983207,125.114374,6.7,4641,2012-06-21,Family
62177,Brave,185000000,538983207,125.114374,6.7,4641,2012-06-21,Action
62177,Brave,185000000,538983207,125.114374,6.7,4641,2012-06-21,Fantasy
188927,Star Trek Beyond,185000000,343471816,65.352913,6.6,2568,2016-07-07,Action
188927,Star Trek Beyond,185000000,343471816,65.352913,6.6,2568,2016-07-07,Adventure
188927,Star Trek Beyond,185000000,343471816,65.352913,6.6,2568,2016-07-07,Science Fiction
10681,WALL·E,180000000,521311860,66.390712,7.8,6296,2008-06-22,Animation
10681,WALL·E,180000000,521311860,66.390712,7.8,6296,2008-06-22,Family
5174,Rush Hour 3,140000000,258022233,22.57178,6.1,783,2007-08-08,Action
5174,Rush Hour 3,140000000,258022233,22.57178,6.1,783,2007-08-08,Comedy
5174,Rush Hour 3,140000000,258022233,22.57178,6.1,783,2007-08-08,Crime
5174,Rush Hour 3,140000000,258022233,22.57178,6.1,783,2007-08-08,Thriller
14161,2012,200000000,769653595,45.274225,5.6,4903,2009-10-10,Action
14161,2012,200000000,769653595,45.274225,5.6,4903,2009-10-10,Adventure
14161,2012,200000000,769653595,45.274225,5.6,4903,2009-10-10,Science Fiction
17979,A Christmas Carol,200000000,325233863,39.744242,6.6,1095,2009-11-04,Animation
17979,A Christmas Carol,200000000,325233863,39.744242,6.6,1095,2009-11-04,Drama
76757,Jupiter Ascending,176000003,183987723,85.36908,5.2,2768,2015-02-04,Science Fiction
76757,Jupiter Ascending,176000003,183987723,85.36908,5.2,2768,2015-02-04,Fantasy
76757,Jupiter Ascending,176000003,183987723,85.36908,5.2,2768,2015-02-04,Action
76757,Jupiter Ascending,176000003,183987723,85.36908,5.2,2768,2015-02-04,Adventure
258489,The Legend of Tarzan,180000000,356743061,42.741719,5.5,2430,2016-06-29,Action
258489,The Legend of Tarzan,180000000,356743061,42.741719,5.5,2430,2016-06-29,Adventure
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,748806957,67.391328,6.7,2629,2005-12-07,Adventure
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,748806957,67.391328,6.7,2629,2005-12-07,Family
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,748806957,67.391328,6.7,2629,2005-12-07,Fantasy
246655,X-Men: Apocalypse,178000000,543934787,139.272042,6.4,4721,2016-05-18,Science Fiction
155,The Dark Knight,185000000,1004558444,187.322927,8.2,12002,2008-07-16,Drama
155,The Dark Knight,185000000,1004558444,187.322927,8.2,12002,2008-07-16,Action
155,The Dark Knight,185000000,1004558444,187.322927,8.2,12002,2008-07-16,Crime
155,The Dark Knight,185000000,1004558444,187.322927,8.2,12002,2008-07-16,Thriller
14160,Up,175000000,735099082,92.201962,7.7,6870,2009-05-13,Animation
14160,Up,175000000,735099082,92.201962,7.7,6870,2009-05-13,Comedy
14160,Up,175000000,735099082,92.201962,7.7,6870,2009-05-13,Family
14160,Up,175000000,735099082,92.201962,7.7,6870,2009-05-13,Adventure
15512,Monsters vs Aliens,175000000,381509870,36.167578,6.0,1423,2009-03-19,Animation
15512,Monsters vs Aliens,175000000,381509870,36.167578,6.0,1423,2009-03-19,Family
15512,Monsters vs Aliens,175000000,381509870,36.167578,6.0,1423,2009-03-19,Adventure
15512,Monsters vs Aliens,175000000,381509870,36.167578,6.0,1423,2009-03-19,Science Fiction
1726,Iron Man,140000000,585174222,120.725053,7.4,8776,2008-04-30,Action
1726,Iron Man,140000000,585174222,120.725053,7.4,8776,2008-04-30,Science Fiction
1726,Iron Man,140000000,585174222,120.725053,7.4,8776,2008-04-30,Adventure
44826,Hugo,170000000,185770160,32.319043,7.0,2141,2011-11-22,Adventure
44826,Hugo,170000000,185770160,32.319043,7.0,2141,2011-11-22,Drama
44826,Hugo,170000000,185770160,32.319043,7.0,2141,2011-11-22,Family
8487,Wild Wild West,170000000,222104681,40.748915,5.1,1020,1999-06-29,Action
8487,Wild Wild West,170000000,222104681,40.748915,5.1,1020,1999-06-29,Adventure
8487,Wild Wild West,170000000,222104681,40.748915,5.1,1020,1999-06-29,Comedy
8487,Wild Wild West,170000000,222104681,40.748915,5.1,1020,1999-06-29,Science Fiction
8487,Wild Wild West,170000000,222104681,40.748915,5.1,1020,1999-06-29,Western
1735,The Mummy: Tomb of the Dragon Emperor,145000000,401128639,60.034162,5.2,1387,2008-07-01,Adventure
1735,The Mummy: Tomb of the Dragon Emperor,145000000,401128639,60.034162,5.2,1387,2008-07-01,Action
1735,The Mummy: Tomb of the Dragon Emperor,145000000,401128639,60.034162,5.2,1387,2008-07-01,Fantasy
297761,Suicide Squad,175000000,745000000,90.23792,5.9,7458,2016-08-02,Action
297761,Suicide Squad,175000000,745000000,90.23792,5.9,7458,2016-08-02,Adventure
297761,Suicide Squad,175000000,745000000,90.23792,5.9,7458,2016-08-02,Crime
297761,Suicide Squad,175000000,745000000,90.23792,5.9,7458,2016-08-02,Fantasy
297761,Suicide Squad,175000000,745000000,90.23792,5.9,7458,2016-08-02,Science Fiction
2698,Evan Almighty,175000000,173000000,27.082182,5.3,1151,2007-06-09,Fantasy
2698,Evan Almighty,175000000,173000000,27.082182,5.3,1151,2007-06-09,Comedy
2698,Evan Almighty,175000000,173000000,27.082182,5.3,1151,2007-06-09,Family
137113,Edge of Tomorrow,178000000,370541256,79.456485,7.6,4858,2014-05-27,Action
137113,Edge of Tomorrow,178000000,370541256,79.456485,7.6,4858,2014-05-27,Science Fiction
9804,Waterworld,175000000,264218220,44.640292,5.9,992,1995-07-28,Adventure
9804,Waterworld,175000000,264218220,44.640292,5.9,992,1995-07-28,Action
14869,G.I. Joe: The Rise of Cobra,175000000,302469017,32.852443,5.6,1962,2009-08-04,Adventure
14869,G.I. Joe: The Rise of Cobra,175000000,302469017,32.852443,5.6,1962,2009-08-04,Action
14869,G.I. Joe: The Rise of Cobra,175000000,302469017,32.852443,5.6,1962,2009-08-04,Thriller
14869,G.I. Joe: The Rise of Cobra,175000000,302469017,32.852443,5.6,1962,2009-08-04,Science Fiction
150540,Inside Out,175000000,857611174,128.655964,8.0,6560,2015-06-09,Drama
150540,Inside Out,175000000,857611174,128.655964,8.0,6560,2015-06-09,Comedy
150540,Inside Out,175000000,857611174,128.655964,8.0,6560,2015-06-09,Animation
150540,Inside Out,175000000,857611174,128.655964,8.0,6560,2015-06-09,Family
278927,The Jungle Book,175000000,966550600,94.199316,6.7,2892,2016-04-07,Family
278927,The Jungle Book,175000000,966550600,94.199316,6.7,2892,2016-04-07,Adventure
278927,The Jungle Book,175000000,966550600,94.199316,6.7,2892,2016-04-07,Drama
278927,The Jungle Book,175000000,966550600,94.199316,6.7,2892,2016-04-07,Fantasy
10138,Iron Man 2,200000000,623933331,77.300194,6.6,6849,2010-04-28,Adventure
10138,Iron Man 2,200000000,623933331,77.300194,6.6,6849,2010-04-28,Action
10138,Iron Man 2,200000000,623933331,77.300194,6.6,6849,2010-04-28,Science Fiction
58595,Snow White and the Huntsman,170000000,396600000,77.178973,5.8,3118,2012-05-30,Adventure
58595,Snow White and the Huntsman,170000000,396600000,77.178973,5.8,3118,2012-05-30,Fantasy
58595,Snow White and the Huntsman,170000000,396600000,77.178973,5.8,3118,2012-05-30,Drama
102651,Maleficent,180000000,758539785,110.620647,7.0,4496,2014-05-28,Fantasy
102651,Maleficent,180000000,758539785,110.620647,7.0,4496,2014-05-28,Adventure
102651,Maleficent,180000000,758539785,110.620647,7.0,4496,2014-05-28,Action
102651,Maleficent,180000000,758539785,110.620647,7.0,4496,2014-05-28,Family
102651,Maleficent,180000000,758539785,110.620647,7.0,4496,2014-05-28,Romance
119450,Dawn of the Planet of the Apes,170000000,710644566,243.791743,7.3,4410,2014-06-26,Science Fiction
119450,Dawn of the Planet of the Apes,170000000,710644566,243.791743,7.3,4410,2014-06-26,Action
119450,Dawn of the Planet of the Apes,170000000,710644566,243.791743,7.3,4410,2014-06-26,Drama
119450,Dawn of the Planet of the Apes,170000000,710644566,243.791743,7.3,4410,2014-06-26,Thriller
64686,47 Ronin,175000000,150962475,41.796339,5.9,1326,2013-12-06,Drama
64686,47 Ronin,175000000,150962475,41.796339,5.9,1326,2013-12-06,Action
64686,47 Ronin,175000000,150962475,41.796339,5.9,1326,2013-12-06,Adventure
64686,47 Ronin,175000000,150962475,41.796339,5.9,1326,2013-12-06,Fantasy
100402,Captain America: The Winter Soldier,170000000,714766572,72.225265,7.6,5764,2014-03-20,Action
100402,Captain America: The Winter Soldier,170000000,714766572,72.225265,7.6,5764,2014-03-20,Adventure
100402,Captain America: The Winter Soldier,170000000,714766572,72.225265,7.6,5764,2014-03-20,Science Fiction
10192,Shrek Forever After,165000000,752600867,44.041186,6.0,1959,2010-05-16,Comedy
10192,Shrek Forever After,165000000,752600867,44.041186,6.0,1959,2010-05-16,Adventure
10192,Shrek Forever After,165000000,752600867,44.041186,6.0,1959,2010-05-16,Fantasy
10192,Shrek Forever After,165000000,752600867,44.041186,6.0,1959,2010-05-16,Animation
10192,Shrek Forever After,165000000,752600867,44.041186,6.0,1959,2010-05-16,Family
158852,Tomorrowland,190000000,209154322,130.311355,6.2,2846,2015-05-19,Adventure
158852,Tomorrowland,190000000,209154322,130.311355,6.2,2846,2015-05-19,Family
158852,Tomorrowland,190000000,209154322,130.311355,6.2,2846,2015-05-19,Mystery
158852,Tomorrowland,190000000,209154322,130.311355,6.2,2846,2015-05-19,Science Fiction
177572,Big Hero 6,165000000,652105443,203.73459,7.8,6135,2014-10-24,Adventure
177572,Big Hero 6,165000000,652105443,203.73459,7.8,6135,2014-10-24,Family
177572,Big Hero 6,165000000,652105443,203.73459,7.8,6135,2014-10-24,Animation
177572,Big Hero 6,165000000,652105443,203.73459,7.8,6135,2014-10-24,Action
177572,Big Hero 6,165000000,652105443,203.73459,7.8,6135,2014-10-24,Comedy
82690,Wreck-It Ralph,165000000,471222889,62.341073,7.1,4570,2012-11-01,Family
82690,Wreck-It Ralph,165000000,471222889,62.341073,7.1,4570,2012-11-01,Animation
82690,Wreck-It Ralph,165000000,471222889,62.341073,7.1,4570,2012-11-01,Comedy
82690,Wreck-It Ralph,165000000,471222889,62.341073,7.1,4570,2012-11-01,Adventure
5255,The Polar Express,165000000,305875730,47.323228,6.4,1474,2004-11-10,Adventure
5255,The Polar Express,165000000,305875730,47.323228,6.4,1474,2004-11-10,Animation
5255,The Polar Express,165000000,305875730,47.323228,6.4,1474,2004-11-10,Family
5255,The Polar Express,165000000,305875730,47.323228,6.4,1474,2004-11-10,Fantasy
47933,Independence Day: Resurgence,165000000,389681935,48.775723,4.9,2491,2016-06-22,Action
47933,Independence Day: Resurgence,165000000,389681935,48.775723,4.9,2491,2016-06-22,Adventure
47933,Independence Day: Resurgence,165000000,389681935,48.775723,4.9,2491,2016-06-22,Science Fiction
10191,How to Train Your Dragon,165000000,494878759,67.263269,7.5,4227,2010-03-05,Fantasy
10191,How to Train Your Dragon,165000000,494878759,67.263269,7.5,4227,2010-03-05,Adventure
10191,How to Train Your Dragon,165000000,494878759,67.263269,7.5,4227,2010-03-05,Animation
10191,How to Train Your Dragon,165000000,494878759,67.263269,7.5,4227,2010-03-05,Family
296,Terminator 3: Rise of the Machines,200000000,435000000,69.405188,5.9,2143,2003-07-02,Action
296,Terminator 3: Rise of the Machines,200000000,435000000,69.405188,5.9,2143,2003-07-02,Thriller
296,Terminator 3: Rise of the Machines,200000000,435000000,69.405188,5.9,2143,2003-07-02,Science Fiction
118340,Guardians of the Galaxy,170000000,773328629,481.098624,7.9,9742,2014-07-30,Action
118340,Guardians of the Galaxy,170000000,773328629,481.098624,7.9,9742,2014-07-30,Science Fiction
118340,Guardians of the Galaxy,170000000,773328629,481.098624,7.9,9742,2014-07-30,Adventure
157336,Interstellar,165000000,675120017,724.247784,8.1,10867,2014-11-05,Adventure
157336,Interstellar,165000000,675120017,724.247784,8.1,10867,2014-11-05,Drama
157336,Interstellar,165000000,675120017,724.247784,8.1,10867,2014-11-05,Science Fiction
27205,Inception,160000000,825532764,167.58371,8.1,13752,2010-07-14,Action
